player_id,player_name,season,completions_total,attempts_total,passing_yards_total,passing_tds_total,interceptions_total,sacks_total,sack_yards_total,passing_air_yards_total,passing_yards_after_catch_total,passing_first_downs_total,carries_total,rushing_yards_total,rushing_tds_total,rushing_fumbles_total,rushing_first_downs_total,receptions_total,targets_total,receiving_yards_total,receiving_tds_total,receiving_air_yards_total,receiving_yards_after_catch_total,receiving_first_downs_total,fantasy_points_total,fantasy_points_ppr_total,games_played,completions_avg,attempts_avg,passing_yards_avg,passing_tds_avg,interceptions_avg,sacks_avg,sack_yards_avg,passing_air_yards_avg,passing_yards_after_catch_avg,passing_first_downs_avg,passing_epa_avg,pacr_avg,carries_avg,rushing_yards_avg,rushing_tds_avg,rushing_fumbles_avg,rushing_first_downs_avg,rushing_epa_avg,receptions_avg,targets_avg,receiving_yards_avg,receiving_tds_avg,receiving_air_yards_avg,receiving_yards_after_catch_avg,receiving_first_downs_avg,receiving_2pt_conversions_avg,racr_avg,target_share_avg,air_yards_share_avg,wopr_avg,fantasy_points_avg,fantasy_points_ppr_avg,position,green_zone_carries,HVTs,avg_pass_epa_deep_left,avg_pass_epa_deep_middle,avg_pass_epa_deep_right,avg_pass_epa_short_left,avg_pass_epa_short_middle,avg_pass_epa_short_right,avg_rec_epa_rec_deep_left,avg_rec_epa_rec_deep_middle,avg_rec_epa_rec_deep_right,avg_rec_epa_rec_short_left,avg_rec_epa_rec_short_middle,avg_rec_epa_rec_short_right,pct_targets_rec_deep_left,pct_targets_rec_deep_middle,pct_targets_rec_deep_right,pct_targets_rec_short_left,pct_targets_rec_short_middle,pct_targets_rec_short_right,total_tackled_for_loss,total_rb_carries,pct_carries_tackled_for_loss,routes,yprr,down_1_position,down_1_team,down_1_attempts,down_1_completions,down_1_passing_yards,down_1_passing_first_downs,down_1_carries,down_1_rushing_yards,down_1_rushing_first_downs,down_1_targets,down_1_receptions,down_1_receiving_yards,down_1_receiving_first_downs,down_1_team_carries_in_played_games,down_1_team_targets_in_played_games,down_1_team_receptions_in_played_games,down_1_team_rush_fd_in_played_games,down_1_team_rec_fd_in_played_games,down_1_games_played,down_1_team_carries_all_games,down_1_team_targets_all_games,down_1_team_receptions_all_games,down_1_yards_per_pass_attempt,down_1_yards_per_completion,down_1_yards_per_carry,down_1_yards_per_target,down_1_yards_per_reception,down_1_pass_attempts_per_game,down_1_completions_per_game,down_1_passing_yards_per_game,down_1_passing_first_downs_per_game,down_1_carries_per_game,down_1_rushing_yards_per_game,down_1_rushing_first_downs_per_game,down_1_targets_per_game,down_1_receptions_per_game,down_1_receiving_yards_per_game,down_3_position,down_3_team,down_3_attempts,down_3_completions,down_3_passing_yards,down_3_passing_first_downs,down_3_carries,down_3_rushing_yards,down_3_rushing_first_downs,down_3_targets,down_3_receptions,down_3_receiving_yards,down_3_receiving_first_downs,down_3_team_carries_in_played_games,down_3_team_targets_in_played_games,down_3_team_receptions_in_played_games,down_3_team_rush_fd_in_played_games,down_3_team_rec_fd_in_played_games,down_3_games_played,down_3_team_carries_all_games,down_3_team_targets_all_games,down_3_team_receptions_all_games,down_3_yards_per_pass_attempt,down_3_yards_per_completion,down_3_yards_per_carry,down_3_yards_per_target,down_3_yards_per_reception,down_3_pass_attempts_per_game,down_3_completions_per_game,down_3_passing_yards_per_game,down_3_passing_first_downs_per_game,down_3_carries_per_game,down_3_rushing_yards_per_game,down_3_rushing_first_downs_per_game,down_3_targets_per_game,down_3_receptions_per_game,down_3_receiving_yards_per_game,routes_per_game,TPRR,firstDPRR
00-0037755,Jelani Woods,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,312,3,398,120,16,49.2,74.2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083,3.333,26,0.25,33.167,10,1.333,0,1.247,0.102,0.154,0.261,4.1,6.183,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,1.51,TE,IND,0,0,0,0,0,0,0,16,11,174,7,138,114,65,16,26,9,248,228,136,0,0,0,10.875,15.818,0,0,0,0,0,NA,0,1.778,1.222,19.333,TE,IND,0,0,0,0,0,0,0,6,5,55,2,7,44,20,2,7,4,45,183,102,0,0,0,9.167,11,0,0,0,0,0,NA,0,1.5,1.25,13.75,17.25,0.193,0.077
00-0037801,Kavontae Turpin,2022,0,0,0,0,0,0,0,0,0,0,3,17,0,0,1,1,2,9,0,13,5,0,2.6,3.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3.4,0,0,0.2,0.003,0.2,0.4,1.8,0,2.6,1,0,0,0.45,0.01,0.009,0.021,0.52,0.72,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.024,-1.615,0,0,0,0,0.5,0.5,NA,NA,NA,25,0.36,WR,DAL,0,0,0,0,3,17,1,1,1,9,0,62,54,36,11,13,4,283,201,130,0,0,5.667,9,9,0,0,0,0,0.75,5.667,0.25,0.25,0.25,2.25,WR,DAL,0,0,0,0,0,0,0,1,0,0,0,4,6,2,3,1,1,72,159,77,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,5,0.08,0
00-0037805,Jeremy Ruckert,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,7,1,0,0.8,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,4,0,3.5,0.5,0,0,0.571,0.027,0.013,0.05,0.4,0.9,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.57,TE,NYJ,0,0,0,0,0,0,0,1,0,0,0,14,13,5,0,1,1,232,223,120,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.143,0
00-0037809,Chigoziem Okonkwo,2022,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,32,46,450,3,353,252,22,65.2,97.2,15,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.133,0,0,0,-0.212,2.133,3.067,30,0.2,23.533,16.8,1.467,0.067,1.229,0.129,0.15,0.298,4.347,6.48,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,2.62,TE,TEN,0,0,0,0,1,0,0,18,10,198,9,213,118,71,24,37,13,276,156,93,0,0,0,11,19.8,0,0,0,0,0.077,0,0,1.385,0.769,15.231,TE,TEN,0,0,0,0,2,2,0,12,8,91,4,30,102,48,14,33,10,55,164,80,0,0,1,7.583,11.375,0,0,0,0,0.2,1,0,1.2,0.8,9.1,11.467,0.267,0.128
00-0037816,Romeo Doubs,2022,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,42,67,425,3,637,191,20,59.6,101.6,13,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.846,0,0,0.077,0.04,3.231,5.154,32.692,0.231,49,14.692,1.538,0,0.773,0.157,0.189,0.367,4.585,7.815,WR,NA,NA,NA,NA,NA,NA,NA,NA,-0.415,0.828,0.418,-0.434,0.104,0.087,0.075,0.045,0.104,0.299,0.164,0.313,NA,NA,NA,312,1.36,WR,GB,0,0,0,0,1,11,1,28,22,201,7,171,147,92,20,32,11,251,215,137,0,0,11,7.179,9.136,0,0,0,0,0.091,11,0.091,2.545,2,18.273,WR,GB,0,0,0,0,0,0,0,16,8,45,4,25,101,54,12,33,11,46,154,82,0,0,0,2.812,5.625,0,0,0,0,0,NA,0,1.455,0.727,4.091,24,0.215,0.064
00-0037827,Tyrion Davis-Price,2022,0,0,0,0,0,0,0,0,0,0,34,99,0,0,5,0,2,0,0,0,0,0,9.9,9.9,5,0,0,0,0,0,0,0,0,0,0,0,0,6.8,19.8,0,0,1,-2.707,0,0.4,0,0,0,0,0,0,0,0.009,0,0.013,1.98,1.98,RB,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,34,0.118,28,0,RB,SF,0,0,0,0,20,67,3,1,0,0,0,70,45,30,12,15,4,280,196,130,0,0,3.35,0,0,0,0,0,0,5,3.35,0.75,0.25,0,0,RB,SF,0,0,0,0,4,10,1,0,0,0,0,9,15,9,3,7,2,56,155,95,0,0,2.5,0,0,0,0,0,0,2,2.5,0.5,0,0,0,5.6,0.071,0
00-0037828,Danny Gray,2022,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,7,10,0,160,4,1,1.9,2.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.8,0,0,0,0.161,0.2,1.4,2,0,32,0.8,0.2,0,0.333,0.048,0.14,0.17,0.38,0.58,WR,NA,NA,NA,NA,NA,NA,NA,NA,-1.329,-0.589,-0.363,0.771,0,-0.879,0.286,0.143,0.143,0.286,0,0.143,NA,NA,NA,29,0.34,WR,SF,0,0,0,0,1,9,0,4,0,0,0,47,49,25,10,11,3,280,196,130,0,0,9,0,0,0,0,0,0,0.333,9,0,1.333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,0.241,0.034
00-0037834,Brock Purdy,2022,114,170,1374,13,4,11,84,1117,706,66,22,13,1,0,5,0,0,0,0,0,0,0,106.26,106.26,9,12.667,18.889,152.667,1.444,0.444,1.222,9.333,124.111,78.444,7.333,4.061,0.983,2.444,1.444,0.111,0,0.556,-1.164,0,0,0,0,0,0,0,0,0,0,0,0,11.807,11.807,QB,3,NA,1.273,-0.686,-0.362,0.355,0.757,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,SF,70,42,567,22,8,5,1,0,0,0,0,152,108,67,25,32,9,280,196,130,8.1,13.5,0.625,0,0,7.778,4.667,63,2.444,0.889,0.625,0.111,0,0,0,QB,SF,52,35,345,23,4,7,2,0,0,0,0,23,64,40,12,28,7,56,155,95,6.635,9.857,1.75,0,0,7.429,5,49.286,3.286,0.571,1.75,0.286,0,0,0,NA,NA,NA
00-0037838,Isaiah Likely,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,60,373,3,405,151,18,55.3,91.3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571,4.286,26.643,0.214,28.929,10.786,1.286,0,0.784,0.148,0.121,0.307,3.95,6.521,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,1.39,TE,BAL,0,0,0,0,0,0,0,16,10,136,6,136,112,67,25,34,9,269,206,126,0,0,0,8.5,13.6,0,0,0,0,0,NA,0,1.778,1.111,15.111,TE,BAL,0,0,0,0,0,0,0,23,12,98,4,53,95,50,27,33,12,87,131,66,0,0,0,4.261,8.167,0,0,0,0,0,NA,0,1.917,1,8.167,19.143,0.224,0.067
00-0037840,Kyren Williams,2022,0,0,0,0,0,0,0,0,0,0,35,139,0,0,6,9,12,76,0,17,80,5,21.5,30.5,8,0,0,0,0,0,0,0,0,0,0,0,0,4.375,17.375,0,0,0.75,-0.532,1.125,1.5,9.5,0,2.125,10,0.625,0,2.167,0.052,0.004,0.081,2.688,3.812,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,35,0.143,78,0.97,RB,LA,0,0,0,0,15,46,0,4,3,19,0,109,89,57,10,24,8,223,210,133,0,0,3.067,4.75,6.333,0,0,0,0,1.875,3.067,0,0.5,0.375,2.375,RB,LA,0,0,0,0,7,33,4,1,0,0,0,21,28,13,12,8,4,56,156,82,0,0,4.714,0,0,0,0,0,0,1.75,4.714,1,0.25,0,0,9.75,0.154,0.064
00-0038040,Zamir White,2022,0,0,0,0,0,0,0,0,0,0,17,70,0,0,4,0,0,0,0,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,1.545,6.364,0,0,0.364,-0.138,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0.636,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,17,0.176,NA,NA,RB,LV,0,0,0,0,12,40,2,0,0,0,0,160,118,65,26,29,10,246,221,128,0,0,3.333,0,0,0,0,0,0,1.2,3.333,0.2,0,0,0,RB,LV,0,0,0,0,1,22,1,0,0,0,0,5,9,4,5,2,1,40,169,92,0,0,22,0,0,0,0,0,0,1,22,1,0,0,0,NA,NA,NA
00-0038041,Jake Ferguson,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,174,2,77,124,8,29.4,48.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727,2,15.818,0.182,7,11.273,0.727,0,1.498,0.063,0.024,0.112,2.673,4.4,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,1.66,TE,DAL,0,0,0,0,0,0,0,9,9,72,4,98,75,42,14,18,6,283,201,130,0,0,0,8,8,0,0,0,0,0,NA,0,1.5,1.5,12,TE,DAL,0,0,0,0,0,0,0,2,2,12,0,9,19,9,6,4,2,72,159,77,0,0,0,6,6,0,0,0,0,0,NA,0,1,1,6,9.545,0.21,0.076
00-0038045,Isaiah Spiller,2022,0,0,0,0,0,0,0,0,0,0,18,41,0,0,2,3,3,13,0,-10,23,0,5.4,8.4,5,0,0,0,0,0,0,0,0,0,0,0,0,3.6,8.2,0,0,0.4,-1.422,0.6,0.6,2.6,0,-2,4.6,0,0,-0.52,0.018,-0.01,0.02,1.08,1.68,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,0.222,22,0.59,RB,LAC,0,0,0,0,10,32,1,3,3,13,0,44,65,45,6,16,4,232,260,175,0,0,3.2,4.333,4.333,0,0,0,0,2.5,3.2,0.25,0.75,0.75,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0.136,0
00-0038046,Charlie Kolar,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,49,0,49,20,3,4.9,8.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,49,0,49,20,3,0,1,0.143,0.14,0.313,4.9,8.9,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1.81,TE,BAL,0,0,0,0,0,0,0,1,1,6,0,17,15,8,1,4,1,269,206,126,0,0,0,6,6,0,0,0,0,0,NA,0,1,1,6,TE,BAL,0,0,0,0,0,0,0,3,2,28,2,2,14,6,2,4,1,87,131,66,0,0,0,9.333,14,0,0,0,0,0,NA,0,3,2,28,27,0.222,0.111
00-0038090,Skyy Moore,2022,0,0,0,0,0,0,0,0,0,0,3,24,0,0,1,22,33,250,0,258,151,13,27.4,49.4,14,0,0,0,0,0,0,0,0,0,0,0,0,0.214,1.714,0,0,0.071,0.097,1.571,2.357,17.857,0,18.429,10.786,0.929,0,0.843,0.065,0.064,0.143,1.957,3.529,WR,1,NA,NA,NA,NA,NA,NA,NA,0,0.658,-1.054,1.059,-0.572,0.514,0,0.061,0.091,0.152,0.273,0.424,NA,NA,NA,167,1.5,WR,KC,0,0,0,0,2,12,0,15,9,81,3,105,125,87,9,49,7,241,274,184,0,0,6,5.4,9,0,0,0,0,0.286,6,0,2.143,1.286,11.571,WR,KC,0,0,0,0,0,0,0,7,4,64,4,14,52,32,7,28,5,40,153,85,0,0,0,9.143,16,0,0,0,0,0,NA,0,1.4,0.8,12.8,11.929,0.198,0.078
00-0038092,Erik Ezukanma,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,-4,7,0,0.3,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,-4,7,0,0,0,0.037,-0.021,0.041,0.3,1.3,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1.013,0,0,0,0,0,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WR,MIA,0,0,0,0,0,0,0,1,1,3,0,2,11,7,1,3,1,29,168,95,0,0,0,3,3,0,0,0,0,0,NA,0,1,1,3,3,0.333,0
00-0038098,Pierre Strong,2022,0,0,0,0,0,0,0,0,0,0,10,100,1,0,5,7,7,42,0,4,38,3,20.2,27.2,4,0,0,0,0,0,0,0,0,0,0,0,0,2.5,25,0.25,0,1.25,1.434,1.75,1.75,10.5,0,1,9.5,0.75,0,-4.5,0.056,0.002,0.086,5.05,6.8,RB,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,22,1.91,RB,NE,0,0,0,0,8,91,4,2,2,9,1,56,31,22,9,12,3,232,212,131,0,0,11.375,4.5,4.5,0,0,0,0,2.667,11.375,1.333,0.667,0.667,3,RB,NE,0,0,0,0,1,4,0,0,0,0,0,2,9,6,0,3,1,60,155,81,0,0,4,0,0,0,0,0,0,1,4,0,0,0,0,5.5,0.318,0.136
00-0038102,Kenny Pickett,2022,245,389,2404,7,9,27,182,2957,1042,123,55,237,3,3,23,0,0,0,0,0,0,0,149.86,149.86,13,18.846,29.923,184.923,0.538,0.692,2.077,14,227.462,80.154,9.462,-0.851,0.776,4.231,18.231,0.231,0.231,1.769,0.752,0,0,0,0,0,0,0,0,0,0,0,0,11.528,11.528,QB,6,NA,-0.309,0.996,0.461,0.135,0.218,-0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,PIT,157,95,888,34,25,99,5,0,0,0,0,202,178,107,21,43,13,262,224,136,5.656,9.347,3.96,0,0,12.077,7.308,68.308,2.615,1.923,3.96,0.385,0,0,0,QB,PIT,123,67,777,45,16,80,11,0,0,0,0,40,141,79,26,55,13,53,183,100,6.317,11.597,5,0,0,9.462,5.154,59.769,3.462,1.231,5,0.846,0,0,0,NA,NA,NA
00-0038104,Tyquan Thornton,2022,0,0,0,0,0,0,0,0,0,0,3,16,1,0,1,22,45,247,2,646,63,13,44.3,66.3,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.333,0.083,0,0.083,0.062,1.833,3.75,20.583,0.167,53.833,5.25,1.083,0,0.735,0.125,0.224,0.344,3.692,5.525,WR,1,NA,NA,NA,NA,NA,NA,NA,-0.051,2.135,0.062,-0.295,-0.846,0.206,0.244,0.044,0.133,0.267,0.133,0.178,NA,NA,NA,326,0.76,WR,NE,0,0,0,0,2,17,1,19,9,87,4,152,131,83,20,35,11,232,212,131,0,0,8.5,4.579,9.667,0,0,0,0,0.182,8.5,0.091,1.727,0.818,7.909,WR,NE,0,0,0,0,0,0,0,10,7,89,6,23,66,34,8,22,7,60,155,81,0,0,0,8.9,12.714,0,0,0,0,0,NA,0,1.429,1,12.714,27.167,0.138,0.04
00-0038108,Bailey Zappe,2022,65,92,781,5,3,6,40,624,384,37,10,0,0,2,0,1,1,-6,0,-8,2,0,38.64,39.64,4,16.25,23,195.25,1.25,0.75,1.5,10,156,96,9.25,1.921,1.245,2.5,0,0,0.5,0,-1.525,0.25,0.25,-1.5,0,-2,0.5,0,0,0,0.008,-0.011,0.004,9.66,9.91,QB,NA,NA,1.089,0,1.23,0.224,-1.384,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,QB,NE,33,23,333,14,5,2,0,0,0,0,0,70,35,23,5,14,4,232,212,131,10.091,14.478,0.4,0,0,8.25,5.75,83.25,3.5,1.25,0.4,0,0,0,0,QB,NE,26,16,155,10,3,2,0,1,1,-6,0,16,28,16,8,10,4,60,155,81,5.962,9.688,0.667,-6,-6,6.5,4,38.75,2.5,0.75,0.667,0,0.25,0.25,-1.5,0,0,0
00-0038115,Daniel Bellinger,2022,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,30,35,268,2,140,144,14,45,75,11,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.182,0.091,0,0.091,0.117,2.727,3.182,24.364,0.182,12.727,13.091,1.273,0.091,2.886,0.12,0.083,0.238,4.091,6.818,TE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,0.96,TE,NYG,0,0,0,0,0,0,0,13,11,105,3,107,99,68,17,25,7,276,207,135,0,0,0,8.077,9.545,0,0,0,0,0,NA,0,1.857,1.571,15,TE,NYG,0,0,0,0,0,0,0,6,5,36,4,12,43,24,6,17,5,54,158,79,0,0,0,6,7.2,0,0,0,0,0,NA,0,1.2,1,7.2,25.364,0.125,0.05
00-0038117,Wan'Dale Robinson,2022,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,23,31,227,1,192,126,13,28.6,51.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.333,-0.167,0,0,0,-0.214,3.833,5.167,37.833,0.167,32,21,2.167,0,1.524,0.17,0.137,0.352,4.767,8.6,WR,NA,NA,NA,NA,NA,NA,NA,NA,-0.085,0,-0.592,0.391,0.71,0.172,0.032,0,0.065,0.419,0.323,0.161,NA,NA,NA,129,1.76,WR,NYG,0,0,0,0,2,-1,0,11,8,83,3,73,44,26,5,11,4,276,207,135,0,0,-0.5,7.545,10.375,0,0,0,0,0.5,-0.5,0,2.75,2,20.75,WR,NYG,0,0,0,0,0,0,0,12,8,85,7,21,58,33,9,24,6,54,158,79,0,0,0,7.083,10.625,0,0,0,0,0,NA,0,2,1.333,14.167,21.5,0.24,0.101
00-0038120,Breece Hall,2022,0,0,0,0,0,0,0,0,0,0,80,463,4,0,20,19,31,218,1,152,166,8,96.1,115.1,7,0,0,0,0,0,0,0,0,0,0,0,0,11.429,66.143,0.571,0,2.857,1.984,2.714,4.429,31.143,0.143,21.714,23.714,1.143,0,1.429,0.115,0.058,0.213,13.729,16.443,RB,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,80,0.112,109,2,RB,NYJ,0,0,0,0,50,284,7,8,3,89,1,104,89,48,13,21,7,232,223,120,0,0,5.68,11.125,29.667,0,0,0,0,7.143,5.68,1,1.143,0.429,12.714,RB,NYJ,0,0,0,0,7,73,4,10,6,49,4,15,69,32,7,22,6,48,192,98,0,0,10.429,4.9,8.167,0,0,0,0,1.167,10.429,0.667,1.667,1,8.167,15.571,0.284,0.073
00-0038122,Desmond Ridder,2022,73,115,708,2,0,9,33,940,328,37,16,64,0,2,4,0,0,0,0,0,0,0,38.72,38.72,4,18.25,28.75,177,0.5,0,2.25,8.25,235,82,9.25,1.134,0.815,4,16,0,0.5,1,-3.071,0,0,0,0,0,0,0,0,0,0,0,0,9.68,9.68,QB,1,NA,-0.582,-0.287,0.298,0.398,0.251,-0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,ATL,42,23,215,8,3,6,0,0,0,0,0,69,42,23,9,8,4,306,144,85,5.119,9.348,2,0,0,10.5,5.75,53.75,2,0.75,2,0,0,0,0,QB,ATL,33,20,211,13,7,22,1,0,0,0,0,23,33,20,12,13,4,67,129,64,6.394,10.55,3.143,0,0,8.25,5,52.75,3.25,1.75,3.143,0.25,0,0,0,NA,NA,NA
00-0038124,Christian Watson,2022,0,0,0,0,0,0,0,0,0,0,7,80,2,0,2,41,66,611,7,923,264,28,123.1,164.1,14,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5.714,0.143,0,0.143,0.475,2.929,4.714,43.643,0.5,65.929,18.857,2,0,0.612,0.167,0.258,0.431,8.793,11.721,WR,NA,NA,NA,NA,NA,NA,NA,NA,-0.735,2.29,-0.156,0.978,0.432,0.36,0.076,0.076,0.182,0.197,0.197,0.273,NA,NA,NA,270,2.26,WR,GB,0,0,0,0,6,34,1,25,14,220,10,188,147,91,22,36,12,251,215,137,0,0,5.667,8.8,15.714,0,0,0,0,0.5,5.667,0.083,2.083,1.167,18.333,WR,GB,0,0,0,0,0,0,0,20,13,181,9,35,88,46,20,33,10,46,154,82,0,0,0,9.05,13.923,0,0,0,0,0,NA,0,2,1.3,18.1,19.286,0.244,0.104
00-0038128,Malik Willis,2022,31,61,276,0,3,10,49,498,144,11,27,123,1,2,8,0,0,0,0,0,0,0,19.34,19.34,7,4.429,8.714,39.429,0,0.429,1.429,7,71.143,20.571,1.571,-5.548,0.495,3.857,17.571,0.143,0.286,1.143,-0.984,0,0,0,0,0,0,0,0,0,0,0,0,2.763,2.763,QB,1,NA,-0.081,0,-0.705,-0.71,-0.903,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,TEN,20,6,106,4,3,4,0,0,0,0,0,77,36,13,9,9,5,276,156,93,5.3,17.667,1.333,0,0,4,1.2,21.2,0.8,0.6,1.333,0,0,0,0,QB,TEN,23,8,35,2,11,28,3,0,0,0,0,31,57,21,16,10,7,55,164,80,1.522,4.375,2.545,0,0,3.286,1.143,5,0.286,1.571,2.545,0.429,0,0,0,NA,NA,NA
00-0038129,Cade Otton,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,65,391,2,384,174,19,51.1,93.1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.643,27.929,0.143,27.429,12.429,1.357,0,1.378,0.102,0.093,0.218,3.65,6.65,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,0.84,TE,TB,0,0,0,0,0,0,0,28,20,179,7,133,207,136,7,54,11,220,277,183,0,0,0,6.393,8.95,0,0,0,0,0,NA,0,2.545,1.818,16.273,TE,TB,0,0,0,0,0,0,0,14,8,78,6,21,103,59,12,38,8,47,199,114,0,0,0,5.571,9.75,0,0,0,0,0,NA,0,1.75,1,9.75,33.214,0.14,0.041
00-0038134,Kenneth Walker,2022,0,0,0,0,0,0,0,0,0,0,228,1050,9,0,51,27,35,165,0,-75,221,6,175.5,202.5,15,0,0,0,0,0,0,0,0,0,0,0,0,15.2,70,0.6,0,3.4,-0.987,1.8,2.333,11,0,-5,14.733,0.4,0,-2.027,0.069,-0.031,0.081,11.7,13.5,RB,16,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,228,0.145,247,0.67,RB,SEA,0,0,0,0,133,675,19,17,14,70,3,208,226,164,27,75,15,229,249,179,0,0,5.075,4.118,5,0,0,0,0,8.867,5.075,1.267,1.133,0.933,4.667,RB,SEA,0,0,0,0,23,62,11,3,3,7,0,41,99,50,24,26,11,48,153,82,0,0,2.696,2.333,2.333,0,0,0,0,2.091,2.696,1,0.273,0.273,0.636,16.467,0.142,0.024
